z,T,t,fs,x,y,w,rhob,p
0.0,528.9660495484154,298.0,0.0,0.22729022709366126,0.24627460936186543,0.373588682911812,2200.0,2040.0
0.010441102756892232,603.5660373243849,458.1559332402468,1.863960469785515e-05,0.2272972480450415,0.24626758841048518,0.373588682911812,2199.988172371979,2060.6563667384194
0.020882205513784464,650.2298074243397,556.2011419680415,9.520306079168114e-05,0.22732608600732723,0.24623875044819946,0.373588682911812,2199.939589577793,2084.7457644459023
0.0313233082706767,680.3148261390816,618.5713407767562,0.0002540871282854626,0.22738593022463915,0.24617890623088753,0.373588682911812,2199.838770827622,2110.92701575482
0.04176441102756893,700.0760346658379,659.1493948424504,0.0004900525124873209,0.2274748084388149,0.2460900280167118,0.373588682911812,2199.6890406784246,2138.321283246562
0.05220551378446116,713.2213282044074,685.9247237381414,0.0007881340819981477,0.2275870847266145,0.24597775172891218,0.373588682911812,2199.499895147317,2166.36040148006
0.0626466165413534,722.0518668963934,703.7643478600246,0.0011337896642401991,0.22771728187312357,0.24584755458240312,0.373588682911812,2199.2805618658676,2194.677783048123
0.07308771929824562,728.0374357233118,715.7398358431315,0.0015154657944347605,0.22786104804838325,0.24570378840714344,0.373588682911812,2199.038372002424,2223.0380292190725
0.08352882205513786,732.1342211812595,723.8337913572386,0.0019246328628333147,0.22801517026671936,0.24554966618880733,0.373588682911812,2198.778737959702,2251.291340433816
0.09396992481203009,734.9716965769314,729.344639752431,0.002355198774572189,0.22817735364779623,0.24538748280773046,0.373588682911812,2198.5055254327485,2279.343840766
0.10441102756892232,736.9674329847751,733.130754751849,0.002802885548205035,0.22834598664927946,0.24521884980624722,0.373588682911812,2198.2214489838916,2307.1381834904555
0.11485213032581455,738.3997899826037,735.763037896871,0.0032647175310229026,0.22851994830791236,0.24504488814761433,0.373588682911812,2197.9283967920587,2334.6408406311775
0.1252932330827068,739.4548968280667,737.6226542027407,0.0037386367176629005,0.22869846334194588,0.2448663731135808,0.373588682911812,2197.6276747496045,2361.8337590931374
0.135734335839599,740.2574432683608,738.9646948201477,0.004223224904268485,0.22888099749018476,0.24468383896534193,0.373588682911812,2197.320182767403,2388.7088794244382
0.14617543859649124,740.8910481581241,739.9601155415331,0.004717507142934143,0.22906718347341232,0.24449765298211437,0.373588682911812,2197.0065394914263,2415.2645357211227
0.1566165413533835,741.4118164424114,740.7235717876933,0.005220814363529736,0.22925676924296248,0.2443080672125642,0.373588682911812,2196.6871694750835,2441.5030935640325
0.1670576441102757,741.8573981712551,741.3319833310914,0.005732688061292908,0.2294495820752158,0.2441152543803109,0.373588682911812,2196.362363659027,2467.429403400359
0.17749874686716793,742.2530568819587,741.8369546535107,0.0062528144908957795,0.22964550378129864,0.24391933267422805,0.373588682911812,2196.0323211278364,2493.049791152719
0.18793984962406018,742.6157406242064,742.2731003285452,0.006780979384719087,0.22984445364847383,0.24372038280705285,0.373588682911812,2195.697177843216,2518.3714026588746
0.1983809523809524,742.9568152105992,742.6636315806616,0.007317036868777951,0.230046376730012,0.2435184597255147,0.373588682911812,2195.3570263681695,2543.4017809619677
0.20882205513784463,743.283899916145,743.0241070125345,0.007860888162326659,0.23025123582076754,0.24331360063475915,0.373588682911812,2195.011929383014,2568.1485966205582
0.21926315789473688,743.6021004031358,743.3649511881952,0.008412467000698927,0.23045900596554975,0.24310583048997694,0.373588682911812,2194.661928935213,2592.619478363216
0.2297042606516291,743.9148366529881,743.6931456901556,0.008971729668537352,0.23066967070434286,0.24289516575118383,0.373588682911812,2194.3070527637183,2616.8219093435464
0.24014536340852133,744.2243987616263,744.0133642568064,0.009538648189303642,0.23088321950658253,0.24268161694894416,0.373588682911812,2193.9473186205196,2640.7631660950437
0.2505864661654136,744.5323198948407,744.3287344712965,0.010113205672679287,0.23109964601837188,0.2424651904371548,0.373588682911812,2193.582737222915,2664.4502851079924
0.2610275689223058,744.8396264338231,744.6413486342603,0.010695393135639098,0.2313189468648747,0.242245889590652,0.373588682911812,2193.213314270679,2687.8900471167485
0.271468671679198,745.1470056639109,744.9526062408008,0.011285207329006524,0.23154112083150577,0.24202371562402092,0.373588682911812,2192.839051825204,2711.088972595916
0.2819097744360903,745.454918125728,745.2634434465406,0.011882649249536642,0.2317661683033821,0.2417986681521446,0.373588682911812,2192.4599492536486,2734.0533242135984
0.2923508771929825,745.7636728475135,745.5744867285714,0.012487723119123308,0.2319940908807559,0.2415707455747708,0.373588682911812,2192.076003876674,2756.789113472601
0.3027919799498747,746.0734776926923,745.886155724817,0.013100435682195993,0.23222489111432107,0.24133994534120562,0.373588682911812,2191.6872114142743,2779.3021097464502
0.313233082706767,746.3844730338695,746.1987320201697,0.013720795719835713,0.23245857232216557,0.24110626413336111,0.373588682911812,2191.2935662940936,2801.59785055849
0.32367418546365917,746.6967542614474,746.5124051281152,0.014348813711532484,0.23269513846234618,0.2408696979931805,0.373588682911812,2190.895061866052,2823.6816523728235
0.3341152882205514,747.0103868198024,746.8273032096935,0.014984501597591557,0.23293459404338124,0.24063024241214545,0.373588682911812,2190.4916905531113,2845.5586214407995
0.34455639097744367,747.3254162455058,747.1435135834699,0.015627872610238364,0.23317694406062522,0.24038789239490146,0.373588682911812,2190.083443958445,2867.233664425685
0.35499749373433587,747.6418748646647,747.4610964109261,0.01627894115170935,0.23342219395034466,0.24014264250518202,0.373588682911812,2189.670312942795,2888.711498644026
0.3654385964912281,747.9597862584181,747.7800938224631,0.01693772270457665,0.23367034955593802,0.23989448689958867,0.373588682911812,2189.2522876813737,2909.9966618366097
0.37587969924812037,748.2791682383809,748.1005359992012,0.017604233764284275,0.2339214171025233,0.2396434193530034,0.373588682911812,2188.829357706673,2931.0935214291985
0.38632080200501256,748.6000348278986,748.4224452234737,0.01827849178708492,0.234175403177328,0.2393894332781987,0.373588682911812,2188.4015119415003,2952.0062832727317
0.3967619047619048,748.9223975803806,748.7458385747304,0.01896051514874554,0.23443231471413598,0.2391325217413907,0.373588682911812,2187.968738725182,2972.738999870697
0.40720300751879707,749.2462664558766,749.070729722678,0.019650323110867902,0.23469215898060322,0.23887267747492347,0.373588682911812,2187.531025834933,2993.2955781119185
0.41764411027568926,749.5716504034729,749.3971301191602,0.020347935792672394,0.23495494356763183,0.23860989288789486,0.373588682911812,2187.088360503763,3013.6797865327626
0.4280852130325815,749.8985577479098,749.725049789834,0.021053374146772667,0.2352206763802476,0.2383441600752791,0.373588682911812,2186.640729435846,3033.89526213551
0.43852631578947376,750.2269964460025,750.0544978596433,0.02176665993792906,0.23548936562959966,0.23807547082592703,0.373588682911812,2186.188118820004,3053.9455167904707
0.44896741854636596,750.5569742565376,750.3854829013403,0.022487815724081237,0.23576101982581893,0.23780381662970776,0.373588682911812,2185.7305143417407,3073.8339432491116
0.4594085213032582,750.8884988527147,750.7180131664579,0.023216864839172225,0.23603564777155148,0.2375291886839752,0.373588682911812,2185.2679011941414,3093.563820794487
0.46984962406015046,751.2215778964709,751.0520967382577,0.02395383137742026,0.23631325855603716,0.23725157789948953,0.373588682911812,2184.800264087852,3113.1383205538996
0.48029072681704266,751.5562190875366,751.3877416329223,0.024698740178792884,0.23659386154964138,0.2369709749058853,0.373588682911812,2184.327587260298,3132.560510497204
0.4907318295739349,751.8924301957642,751.7249558664469,0.02545161681550483,0.23687746639877238,0.2366873700567543,0.373588682911812,2183.849854484249,3151.8333601425766
0.5011729323308272,752.2302190823935,752.0637474988206,0.02621248757940717,0.2371640830211346,0.2364007534343921,0.373588682911812,2183.367049075823,3170.959744990011
0.5116140350877194,752.5695937140172,752.4041246631855,0.026981379470167096,0.23745372160127942,0.23611111485424727,0.373588682911812,2182.879153901986,3189.9424507013064
0.5220551378446115,752.910562171735,752.7460955850732,0.027758320184159725,0.23774639258642477,0.23581844386910192,0.373588682911812,2182.386151387599,3208.7841770438777
0.5324962406015038,753.2531326571498,753.0896685950963,0.028543338104008994,0.2380421066825187,0.23552272977300798,0.373588682911812,2181.8880235220577,3227.4875416144164
0.542937343358396,753.5973134962961,753.434852137332,0.029336462288725638,0.23834087485052838,0.2352239616049983,0.373588682911812,2181.384751865546,3246.0550833571697
0.5533784461152883,753.9431131422252,753.7816547748793,0.030137722464398622,0.23864270830293724,0.23492212815258945,0.373588682911812,2180.8763175549466,3264.4892658905023
0.5638195488721806,754.2905401767216,754.1300851935653,0.030947149015402048,0.2389476185004367,0.23461721795509,0.373588682911812,2180.3627013094165,3282.79248065434
0.5742606516290728,754.6396033114677,754.4801522044501,0.0317647729760843,0.23925561714879925,0.23430921930672743,0.373588682911812,2179.8438834356634,3300.9670498901514
0.584701754385965,754.9903113888628,754.8318647455546,0.032590626022909644,0.2395667161959223,0.2339981202596044,0.373588682911812,2179.3198438329305,3319.0152294642276
0.5951428571428572,755.3426733826341,755.185231883094,0.03342474046702528,0.2398809278290321,0.2336839086264946,0.373588682911812,2178.7905619977123,3336.9392115442442
0.6055839598997494,755.6966983983274,755.5402628124003,0.03426714924722918,0.24019826447203885,0.23336657198348784,0.373588682911812,2178.256017028218,3354.741127138314
0.6160250626566417,756.0523956737388,755.8969668586565,0.03511788592331594,0.24051873878303423,0.23304609767249246,0.373588682911812,2177.7161876285927,3372.4230485050984
0.626466165413534,756.4097745793252,756.2553534775244,0.03597698466977962,0.24084236365192332,0.23272247280360336,0.373588682911812,2177.171052112912,3389.9869914428987
0.6369072681704262,756.7688446186181,756.615432255714,0.03684448026985375,0.24116915219818372,0.23239568425734297,0.373588682911812,2176.6205884089654,3407.4349174650933
