status,elapsed_s,region,solver,initial_mesh,hc_outer_converged,hc_max_re_final,bvp_success,bvp_tol_final,bvp_n_nodes_final,bvp_max_rms_residual_final,bvp_bc_l2_residual_final,T_out,t_out,fs_out,x_out,y_out,w_out,rhob_out,p_bottom,equation_converged,abs_diff_T_out,rel_diff_T_out,abs_diff_t_out,rel_diff_t_out,abs_diff_fs_out,rel_diff_fs_out,abs_diff_x_out,rel_diff_x_out,abs_diff_y_out,rel_diff_y_out,abs_diff_w_out,rel_diff_w_out,abs_diff_rhob_out,rel_diff_rhob_out,abs_diff_p_bottom,rel_diff_p_bottom,abs_diff_outlet_max,rel_diff_outlet_max,solution_stable_vs_ref
success,263.84806589991786,up,bvp,99,,,True,0.001,343.0,0.0009676583525562825,,556.2445917293904,1222.5801298643996,1.0000000000164342,0.2264790718657571,0.26752092813424283,0.35471947934545267,1565.4571428467145,7255.246193893134,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
success,137.33013459993526,up,bvp,98,,,True,0.001,281.0,0.0008786646702516917,,556.2444776692331,1222.5801296950049,1.0000000000051743,0.22647911942101928,0.2675208805789807,0.3547194317942643,1565.4571428538593,7255.2437390962505,True,0.00011406015732973174,2.050539619182874e-07,1.6939475244726054e-07,1.3855513295970929e-10,1.1259881915748338e-11,1.125988191556329e-11,4.755526217259387e-08,2.0997640877291174e-07,4.755526211708272e-08,1.7776277336036805e-07,4.755118837573846e-08,1.3405293801029042e-07,7.144763003452681e-09,4.564010606167248e-12,0.002454796883284871,3.383478406771525e-07,0.002454796883284871,3.383478406771525e-07,True
success,200.00275479978882,up,bvp,90,,,True,0.001,512.0,0.0009694064070335723,,556.2446428428273,1222.580129132735,0.9999999999996187,0.22647902084890542,0.2675209791510946,0.3547195303683881,1565.4571428573847,7255.245051165932,True,5.111343682528968e-05,9.18902180538522e-08,7.316646133403992e-07,5.984594346560749e-10,1.681543793097262e-11,1.681543793069627e-11,5.1016851687624154e-08,2.2526077693334868e-07,5.1016851743135305e-08,1.9070228299123906e-07,5.1022935432243344e-08,1.4384024110092175e-07,1.0670191841199994e-08,6.816022968087598e-12,0.0011427272020227974,1.575035734810282e-07,0.0011427272020227974,2.2526077693334868e-07,True
success,806.038406000007,up,bvp,80,,,True,0.001,777.0,0.000977722312507514,,556.2447130514165,1222.5801280054811,1.0000000000015163,0.22647893958601517,0.2675210604139848,0.35471961163059185,1565.4571428561806,7255.244327271976,True,0.00012132202607517684,2.1810913378587824e-07,1.8589184946904425e-06,1.5204880639575102e-09,1.4917844737283303e-11,1.491784473703814e-11,1.322797419378574e-07,5.840704876089599e-07,1.3227974199336856e-07,4.9446502341301e-07,1.3228513917606932e-07,3.7292888290253733e-07,9.466020856052637e-09,6.046809329343311e-12,0.0018666211581148673,2.5727881704221626e-07,0.0018666211581148673,5.840704876089599e-07,True
success,181.23329729982652,up,bvp,70,,,True,0.001,248.0,0.0008571728617435179,,556.2446110258791,1222.5801290353074,1.0000000000081133,0.2264789922798224,0.2675210077201776,0.3547195589343979,1565.4571428519946,7255.245455382836,True,1.9296488630970998e-05,3.4690653927937195e-08,8.290921869047452e-07,6.781495679933081e-10,8.320899524960623e-12,8.320899524823877e-12,7.958593470358544e-08,3.5140524927071005e-07,7.958593478685216e-08,2.974942384579187e-07,7.958894521209459e-08,2.243715100139309e-07,5.280071491142735e-09,3.372862371397251e-12,0.0007385102981061209,1.017898329525658e-07,0.0007385102981061209,3.5140524927071005e-07,True
fail: 初始求解失败，请检查问题设置,70.28713389998302,up,bvp,60,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
success,119.50165650015697,up,bvp,39,,,True,0.001,158.0,0.0009718973067758544,,556.2446031273179,1222.5801338153824,1.0000000000113567,0.22647931310157832,0.2675206868984217,0.3547192381114685,1565.4571428499366,7255.251655052025,True,1.1397927437428734e-05,2.0490855294416517e-08,3.950982772948919e-06,3.231675925722051e-09,5.077493980820691e-12,5.077493980737247e-12,2.4123582120783027e-07,1.0651572316174982e-06,2.412358211523191e-07,9.017456048570011e-07,2.412339841773026e-07,6.800697402421778e-07,3.2221123547060415e-09,2.058256509562934e-12,0.005461158891193918,7.527186183965294e-07,0.005461158891193918,1.0651572316174982e-06,True
success,68.9212837999221,up,bvp,38,,,True,0.001,191.0,0.0009737572031593269,,556.2445968030329,1222.58012674568,1.0000000000125109,0.2264788365317948,0.2675211634682052,0.3547197146808342,1565.4571428492043,7255.243448578249,True,5.073642455499794e-06,9.121243659602338e-09,3.1187196327664424e-06,2.5509327009202658e-09,3.923306124420378e-12,3.923306124355902e-12,2.3533396231734116e-07,1.0390980516594164e-06,2.353339623728523e-07,8.796843073703789e-07,2.3533538151543354e-07,6.634408179378447e-07,2.489741746103391e-09,1.5904247251227241e-12,0.0027453148850327125,3.7839031394186063e-07,0.0027453148850327125,1.0390980516594164e-06,True
fail: 初始求解失败，请检查问题设置,138.38648630003445,up,bvp,37,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
success,113.73052900005132,up,bvp,36,,,True,0.001,169.0,0.0007677673444987531,,556.2447147240842,1222.5801187433835,1.0000000000760458,0.22647853315192906,0.26752146684807093,0.3547200180377131,1565.4571428088884,7255.245308972669,True,0.00012299469381105155,2.2111620614351556e-07,1.112101608669036e-05,9.096349445760933e-09,5.961164895040838e-11,5.961164894942871e-11,5.387138280465997e-07,2.378647279011794e-06,5.387138281021109e-07,2.013725923647299e-06,5.386922604100342e-07,1.5186430173049922e-06,3.782611202041153e-08,2.416298152476178e-11,0.000884920465068717,1.2196973630110165e-07,0.000884920465068717,2.378647279011794e-06,True
success,129.08352280012332,up,bvp,35,,,True,0.001,198.0,0.0008615019402161725,,556.2447140833965,1222.5801216217505,1.0000000000341955,0.22647847641948873,0.26752152358051123,0.3547200747852952,1565.457142835444,7255.2406374804705,True,0.00012235400606641633,2.1996439675217696e-07,8.242649073508801e-06,6.742011318655261e-09,1.7761347947953254e-11,1.776134794766136e-11,5.95446268375488e-07,2.6291447747032097e-06,5.954462684032436e-07,2.2257932213230315e-06,5.954398425433993e-07,1.6786217764024032e-06,1.1270458344370127e-08,7.199467833322665e-12,0.005556412663281662,7.658475694399717e-07,0.005556412663281662,2.6291447747032097e-06,True
fail: 初始求解失败，请检查问题设置,87.24638570006937,up,bvp,34,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
success,90.49634890002199,up,bvp,33,,,True,0.001,152.0,0.0008821455272991829,,556.2446186919484,1222.5801243300182,1.000000000130117,0.22647878318997441,0.2675212168100255,0.35471976798010474,1565.457142774578,7255.244870901952,True,2.6962557967635803e-05,4.8472485608908035e-08,5.5343814437947e-06,4.526804672024677e-09,1.1368284091872738e-10,1.1368284091685909e-10,2.8867578269475835e-07,1.2746245395506902e-06,2.886757826670028e-07,1.0790773816474813e-06,2.8863465206807604e-07,8.136983415759409e-07,7.21365722711198e-08,4.608019619109e-11,0.0013229911819507834,1.8234959181183512e-07,0.0013229911819507834,1.2746245395506902e-06,True
success,317.29261279990897,up,bvp,32,,,True,0.001,495.0,0.0009497754504438603,,556.2446552159679,1222.5801285638756,1.0000000000063265,0.2264789954663381,0.2675210045336619,0.35471955574852865,1565.4571428531287,7255.245086992159,True,6.348657746002573e-05,1.1413428265907807e-07,1.3005239907215582e-06,1.0637535806064537e-09,1.010769246079235e-11,1.0107692460626239e-11,7.639941901338432e-08,3.373354473064478e-07,7.639941906889547e-08,2.855829620573012e-07,7.640307597700513e-08,2.1539013340340985e-07,6.414211384253576e-09,4.097340775864114e-12,0.0011069009751736303,1.5256559813302103e-07,0.0011069009751736303,3.373354473064478e-07,True
fail: 初始求解失败，请检查问题设置,34.83285620016977,up,bvp,31,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
