status,elapsed_s,region,solver,initial_mesh,hc_outer_converged,hc_max_re_final,bvp_success,bvp_tol_final,bvp_n_nodes_final,bvp_max_rms_residual_final,bvp_bc_l2_residual_final,T_out,t_out,fs_out,x_out,rhob_out,p_bottom,equation_converged,abs_diff_T_out,rel_diff_T_out,abs_diff_t_out,rel_diff_t_out,abs_diff_fs_out,rel_diff_fs_out,abs_diff_x_out,rel_diff_x_out,abs_diff_rhob_out,rel_diff_rhob_out,abs_diff_p_bottom,rel_diff_p_bottom,abs_diff_outlet_max,rel_diff_outlet_max,solution_stable_vs_ref
success,0.7961316001601517,down,bvp,50,,,True,0.001,50,0.0004512203451886563,,1200.6273510925068,1243.2087534577663,1.0,0.999999999999999,1700.0,10520.715097836066,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
success,0.652978700120002,down,bvp,40,,,True,0.001,40,0.00034990554634173213,,1200.627350764203,1243.2087607621402,1.0,0.999999999999999,1700.0,10520.714183043252,True,3.28303940477781e-07,2.7344366274768095e-10,7.304373866645619e-06,5.875420235201682e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0009147928140009753,8.695158128453957e-08,0.0009147928140009753,8.695158128453957e-08,True
success,0.8523087999783456,down,bvp,30,,,True,0.001,31,0.0002316662480317697,,1200.6273430313581,1243.2087483243338,1.0,0.999999999999999,1700.0,10520.714350523369,True,8.061148719207267e-06,6.714113843793457e-09,5.1334325235075084e-06,4.1291798414624815e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0007473126970580779,7.10325001778432e-08,0.0007473126970580779,7.10325001778432e-08,True
success,0.3520623999647796,down,bvp,20,,,True,0.001,20,0.0008463814127013968,,1200.6273519502654,1243.2087675641294,1.0,0.999999999999999,1700.0,10520.716171363078,True,8.577585504099261e-07,7.144252957667603e-10,1.4106363096288987e-05,1.134673726922741e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0010735270116128959,1.0203935774610058e-07,0.0010735270116128959,1.0203935774610058e-07,True
success,0.6155346999876201,down,bvp,10,,,True,0.001,18,0.0009655322408330746,,1200.627354071293,1243.2087578965081,1.0,0.999999999999999,1700.0,10520.715501777044,True,2.9787861421937123e-06,2.4810247238522224e-09,4.4387418256519595e-06,3.570391387050952e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.00040394097777607385,3.839482145649564e-08,0.00040394097777607385,3.839482145649564e-08,True
