status,elapsed_s,region,solver,initial_mesh,hc_outer_converged,hc_max_re_final,bvp_success,bvp_tol_final,bvp_n_nodes_final,bvp_max_rms_residual_final,bvp_bc_l2_residual_final,T_out,t_out,fs_out,x_out,y_out,w_out,rhob_out,p_bottom,equation_converged,abs_diff_T_out,rel_diff_T_out,abs_diff_t_out,rel_diff_t_out,abs_diff_fs_out,rel_diff_fs_out,abs_diff_x_out,rel_diff_x_out,abs_diff_y_out,rel_diff_y_out,abs_diff_w_out,rel_diff_w_out,abs_diff_rhob_out,rel_diff_rhob_out,abs_diff_p_bottom,rel_diff_p_bottom,abs_diff_outlet_max,rel_diff_outlet_max,solution_stable_vs_ref
fail: 初始求解失败，请检查问题设置,105.37526570004411,up,bvp,100,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
success,164.55338310007937,up,bvp,50,,,True,0.001,220.0,0.0009545329262498107,,556.2445336055133,1222.580131766816,1.0000000000380527,0.2264792305815337,0.2675207694184663,0.3547193206218546,1565.457142832997,7255.249616209165,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
success,131.50638279994018,up,bvp,40,,,True,0.001,181.0,0.000981826322443374,,556.2448117627546,1222.5801076976497,1.0000000000000588,0.22647908499096875,0.26752091500903125,0.3547194662261656,1565.4571428571055,7255.25203858376,True,0.0002781572412686728,5.000628760622409e-07,2.406916632935463e-05,1.968718916981825e-08,3.799383030411718e-11,3.799383030267141e-11,1.4559056496499245e-07,6.428428981816903e-07,1.4559056493723688e-07,5.442215393358804e-07,1.4560431105259397e-07,4.10477531354471e-07,2.4108430807245895e-08,1.540024964440549e-11,0.0024223745949711883,3.338788771042819e-07,0.0024223745949711883,6.428428981816903e-07,True
fail: 初始求解失败，请检查问题设置,79.89426290011033,up,bvp,30,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
fail: 初始求解失败，请检查问题设置,32.5147575000301,up,bvp,29,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
success,96.15311509999447,up,bvp,28,,,True,0.001,199.0,0.0009952260181306952,,556.2446704744322,1222.5800803063962,1.0000000008694794,0.22647898059469374,0.26752101940530626,0.35471957030788376,1565.4571423054208,7255.243716361286,True,0.00013686891884390207,2.460589013913241e-07,5.146041985426564e-05,4.2091653967824116e-08,8.314267052611513e-10,8.314267052295133e-10,2.499868399785665e-07,1.1037958727459114e-06,2.4998683995081095e-07,9.344576890019776e-07,2.496860291856251e-07,7.038974610909359e-07,5.275762759993086e-07,3.370109992564583e-10,0.005899847878936271,8.131833074020291e-07,0.005899847878936271,1.1037958727459114e-06,True
success,82.23865030007437,up,bvp,27,,,True,0.001,160.0,0.0009883754741561764,,556.2448430546947,1222.5801305727898,1.0000000000077163,0.22647934077519985,0.2675206592248001,0.354719210439164,1565.4571428522465,7255.249276090787,True,0.0003094491813726563,5.563186021206216e-07,1.1940262538701063e-06,9.766445755539598e-10,3.033640005867255e-11,3.033640005751817e-11,1.1019366613629344e-07,4.865508676153116e-07,1.101936661918046e-07,4.1190695747228287e-07,1.101826905824943e-07,3.106193662903228e-07,1.9249455363024026e-08,1.2296379655714124e-11,0.00034011837760772323,4.687893533640178e-08,0.00034011837760772323,5.563186021206216e-07,True
success,107.20462580001913,up,bvp,26,,,True,0.001,173.0,0.0009912978176383814,,556.2445470010884,1222.5801285420323,1.000000000007454,0.22647927930451417,0.2675207206954858,0.3547192719099446,1565.457142852413,7255.249040198206,True,1.3395575138019922e-05,2.4082169493318594e-08,3.224783768018824e-06,2.637687039260581e-09,3.0598634737089014e-11,3.0598634735924654e-11,4.872298045577317e-08,2.1513222351853865e-07,4.8722980483528744e-08,1.821278422211562e-07,4.8711909950149845e-08,1.373252234041087e-07,1.9415892893448472e-08,1.2402698459257507e-11,0.0005760109588663909,7.93923006562735e-08,0.0005760109588663909,2.1513222351853865e-07,True
success,135.0201135999523,up,bvp,25,,,True,0.001,241.0,0.0009157116919129567,,556.2446037496705,1222.5800433997083,1.0000000014572743,0.22647916297451373,0.26752083702548624,0.35471938771539835,1565.4571419324398,7255.247466849893,True,7.014415723460843e-05,1.2610309494628565e-07,8.836710776449763e-05,7.227919501423075e-08,1.4192216291064597e-09,1.4192216290524545e-09,6.760701998231866e-08,2.985131122563567e-07,6.760701992680751e-08,2.5271690147187786e-07,6.709354377631982e-08,1.8914544507668445e-07,9.005573247122811e-07,5.752679521347666e-10,0.002149359272152651,2.962488385445354e-07,0.002149359272152651,2.985131122563567e-07,True
success,211.6992973999586,up,bvp,24,,,True,0.001,252.0,0.0008849486186966049,,556.2446623598988,1222.5801203498606,1.0000000000092675,0.2264784216815646,0.2675215783184354,0.3547201295322381,1565.4571428512622,7255.238730226454,True,0.00012875438551418483,2.3147083294394582e-07,1.1416955430831877e-05,9.338410738225087e-09,2.8785196448666284e-11,2.878519644757093e-11,8.088999691180376e-07,3.571629800406044e-06,8.088999691180376e-07,3.023690350758244e-06,8.08910383509609e-07,2.280423806889112e-06,1.8265154722030275e-08,1.1667617223283384e-11,0.010885982710533426,1.500428418922036e-06,0.010885982710533426,3.571629800406044e-06,True
success,214.94352730014361,up,bvp,23,,,True,0.001,225.0,0.0008098858465011158,,556.2445316715188,1222.5801326477679,1.0000000000149734,0.2264792253249281,0.2675207746750719,0.35471932588681016,1565.4571428476415,7255.247039007763,True,1.9339945538376924e-06,3.476878309799759e-09,8.80951802173513e-07,7.205677397197698e-10,2.3079316235907754e-11,2.3079316235029524e-11,5.256605623005228e-09,2.3210100146966115e-08,5.256605595249653e-09,1.9649336411062228e-08,5.2649555826178585e-09,1.4842596037306121e-08,1.4644456314272247e-08,9.354747513413415e-12,0.0025772014014364686,3.552188467339108e-07,0.0025772014014364686,3.552188467339108e-07,True
fail: 初始求解失败，请检查问题设置,50.05641920003109,up,bvp,22,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
fail: 初始求解失败，请检查问题设置,61.15495699993335,up,bvp,21,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False
