z,T,t,fs,x,rhob,p
4.166,1200.627390669452,1200.0,1.0,0.999999999999999,1700.0,10200.0
4.450333333333334,1202.1237220363166,1201.5043312329851,1.0,0.999999999999999,1700.0,10246.253320257141
4.5925,1202.876308298735,1202.2534583956608,1.0,0.999999999999999,1700.0,10269.34039251753
4.734666666666667,1203.641624788518,1203.0026391263584,1.0,0.999999999999999,1700.0,10292.861524779137
4.876833333333334,1204.4454968649516,1203.7631136275859,1.0,0.999999999999999,1700.0,10317.266249441984
4.947916666666667,1204.8860861883657,1204.160826693507,1.0,0.999999999999999,1700.0,10329.816064634213
5.019,1205.3764068243886,1204.5832699124162,1.0,0.999999999999999,1700.0,10342.607026486336
5.090083333333333,1205.9465620619683,1205.046855819388,1.0,0.999999999999999,1700.0,10355.647108014573
5.1611666666666665,1206.6422147767937,1205.5764672015948,1.0,0.999999999999999,1700.0,10368.945257890966
5.2322500000000005,1207.5321377687953,1206.2095705861307,1.0,0.999999999999999,1700.0,10382.511805401191
5.303333333333334,1208.719149773838,1207.0021786778543,1.0,0.999999999999999,1700.0,10396.359068796502
5.374416666666667,1210.3557984293539,1208.037410981776,1.0,0.999999999999999,1700.0,10410.50226521646
5.4455,1212.6665991679097,1209.4376556052257,1.0,0.999999999999999,1700.0,10424.960864305416
5.516583333333333,1215.979156528144,1211.381638208555,1.0,0.999999999999999,1700.0,10439.760589225323
5.587666666666666,1220.7670146413004,1214.1280309749857,1.0,0.999999999999999,1700.0,10454.936353707772
5.6587499999999995,1227.707440358481,1218.047515607548,1.0,0.999999999999999,1700.0,10470.536538576038
5.729833333333334,1237.7571884508625,1223.6652967896457,1.0,0.999999999999999,1700.0,10486.62916190968
5.800916666666667,1252.247990866473,1231.7156523659687,1.0,0.999999999999999,1700.0,10503.310686648754
5.872,1273.0,1243.2087016612245,1.0,0.999999999999999,1700.0,10520.71843156431
